inn;name;region;okved_main;reg_date;revenue;revenue_year;source
2328017390;"ООО ""А-Софт""";353100, Краснодарский край, Выселковский р-н, ст-ца Выселки, Степная ул, д. 1;Деятельность консультативная и работы в области компьютерных технологий;26.09.2006;912 020 000 руб.+526%;2025;https://www.rusprofile.ru/
2367030500;"ООО ""Омега.с""";354340, Краснодарский край, пгт. Сириус, Триумфальный проезд, д. 1;Разработка компьютерного программного обеспечения;12.04.2023;893 905 000 руб.+181%;2025;https://www.rusprofile.ru/
2367030074;"ООО ""Т1 Технологии""";354340, Краснодарский край, пгт. Сириус, Триумфальный проезд, д. 1, помещ. 2-032 раб.место 2-032/17, 2-032/18, 2-032/19, 2-032/20;Разработка компьютерного программного обеспечения;17.03.2023;860 672 000 руб.+23%;2025;https://www.rusprofile.ru/
2367027900;"ООО ""Высокие Цифровые Технологии""";354340, Краснодарский край, пгт. Сириус, Триумфальный проезд, д. 1, помещ. 2-032/2;Разработка компьютерного программного обеспечения;02.11.2022;834 363 000 руб.+104%;2025;https://www.rusprofile.ru/
3444277754;"ООО ""Кефир""";400005, Волгоградская область, г Волгоград, пр-кт Им. В.И. Ленина, д. 80, помещ. 11;Разработка компьютерного программного обеспечения;12.05.2022;757 500 000 руб.+23%;2025;https://www.rusprofile.ru/
6154043439;"ООО ""Дунайс""";347900, Ростовская область, город Таганрог, Октябрьская ул, д. 19 стр. 2, 326;Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги;19.03.2012;756 269 000 руб.+26%;2025;https://www.rusprofile.ru/
2304081220;"ООО ""Айси Эйт""";344090, Ростовская область, г Ростов-На-Дону, ул Зорге, д. 9, помещ. 1;Разработка компьютерного программного обеспечения;01.08.2023;634 979 000 руб.+64%;2025;https://www.rusprofile.ru/
6166100603;"ООО ""Дибиай""";344065, Ростовская область, г Ростов-На-Дону, Троллейбусная ул, зд. 24/2в, офис 716;Деятельность по созданию и использованию баз данных и информационных ресурсов;13.07.2016;627 862 000 руб.+30%;2025;https://www.rusprofile.ru/
9201003689;"ООО ""Севстар Испс""";299055, город Севастополь, ул Хрусталева, зд. 74а;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;29.07.2014;612 271 000 руб.+15%;2025;https://www.rusprofile.ru/
3460011342;"ООО ""МРЦ""";400002, Волгоградская область, город Волгоград, Песчанокопская ул., д. 2а, помещ. 207;Деятельность по созданию и использованию баз данных и информационных ресурсов;18.11.2013;590 087 000 руб.+81%;2025;https://www.rusprofile.ru/
6164122190;"ООО ""Сквилла""";344011, Ростовская область, г Ростов-На-Дону, Доломановский пер, зд. 70д, этаж 11 помещ. №1;Разработка компьютерного программного обеспечения;09.06.2018;534 929 000 руб.+208%;2025;https://www.rusprofile.ru/
6150000995;"ООО Фирма ""Пластик Энтерпрайз""";346400, Ростовская область, город Новочеркасск, Михайловская ул., д. 164 а;Разработка компьютерного программного обеспечения;30.09.1991;499 958 000 руб.+17%;2025;https://www.rusprofile.ru/
6166123167;"ООО ""ЦПТ ""Агроцифра""";344029, Ростовская область, г Ростов-На-Дону, ул Менжинского, зд. 2л, офис 421;Разработка компьютерного программного обеспечения;24.08.2021;450 847 000 руб.+62%;2025;https://www.rusprofile.ru/
6167129186;"ООО ""РЦИТ""";344019, Ростовская область, город Ростов-на-Дону, ул Максима Горького, зд. 276, офис 112;Деятельность по созданию и использованию баз данных и информационных ресурсов;27.04.2015;443 864 000 руб.+105%;2025;https://www.rusprofile.ru/
6154556624;"ООО ""Оджетто Веб""";347900, Ростовская область, город Таганрог, Петровская ул., д. 89б;Разработка компьютерного программного обеспечения;16.09.2008;411 958 000 руб.+8%;2025;https://www.rusprofile.ru/
3445061691;"АО ""ИВЦ ЖКХ и ТЭК""";400001, Волгоградская область, город Волгоград, ул. Им. Циолковского, д. 9а, офис 7;Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность;09.04.2003;400 759 000 руб.+5%;2025;https://www.rusprofile.ru/
2311064931;"ООО ""Портал-Юг""";350020, Краснодарский край, город Краснодар, Одесская ул., д. 48, офисы 2,3,6;Разработка компьютерного программного обеспечения;26.12.2001;359 848 000 руб.+15%;2025;https://www.rusprofile.ru/
6167129210;"ООО ""Вардар""";344019, Ростовская область, город Ростов-на-Дону, ул Максима Горького, зд. 276, офис 111;Деятельность по созданию и использованию баз данных и информационных ресурсов;29.04.2015;302 260 000 руб.+110%;2025;https://www.rusprofile.ru/
3445103528;"ООО ""Интернет-Агентство Интерволга""";400005, Волгоградская область, г Волгоград, пр-кт Им. В.И. Ленина, д. 50а, офис 36;Разработка компьютерного программного обеспечения;12.05.2009;298 078 000 руб.+8%;2025;https://www.rusprofile.ru/
9102236925;"ООО ""СТ-Трейд""";295022, Республика Крым, город Симферополь, ул Бородина, зд. 14г, помещ. 2;Разработка компьютерного программного обеспечения;03.11.2017;289 074 000 руб.+21%;2025;https://www.rusprofile.ru/
6161057898;"ООО ""Зазекс""";344113, Ростовская область, г Ростов-На-Дону, б-р Комарова, зд. 28/2, ком. 32д;Разработка компьютерного программного обеспечения;25.05.2010;261 345 000 руб.+8%;2025;https://www.rusprofile.ru/
9102261167;"АО ""Крымтехнологии""";295015, Республика Крым, г Симферополь, ул Козлова, д. 45а;Разработка компьютерного программного обеспечения;12.12.2019;238 718 000 руб.+98%;2025;https://www.rusprofile.ru/
2312222860;"ООО ""Тап2Визит""";350049, Краснодарский край, г Краснодар, ул Красных Партизан, д. 222, офис 308;Разработка компьютерного программного обеспечения;25.12.2014;225 705 000 руб.+126%;2025;https://www.rusprofile.ru/
3435311624;"ООО ""Соцмедиамаркетинг""";404110, Волгоградская область, город Волжский, ул. им Космонавтов, д. 16б, офис 308;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;08.05.2014;174 402 000 руб.+52%;2025;https://www.rusprofile.ru/
9731071324;"ООО ""ЛДМ""";354340, Краснодарский край, пгт. Сириус, Триумфальный проезд, д. 1;Разработка компьютерного программного обеспечения;13.10.2020;171 391 000 руб.+157%;2025;https://www.rusprofile.ru/
5407125059;"АО ""ЦФТ""";630559, Новосибирская область, рп Кольцово, Технопарковая ул, стр. 1, офис 208;Разработка компьютерного программного обеспечения;28.04.1993;10 313 940 000 руб.+30%;2025;https://www.rusprofile.ru/
3805731961;"ООО ""Битривер Рус""";665702, Иркутская область, город Братск, пр-д Стройиндустрии (Энергетик Ж/Р), д. 11б, офис 1;Деятельность по сопровождению компьютерных систем;15.11.2017;10 286 286 000 руб.+10%;2025;https://www.rusprofile.ru/
5408308256;"ООО ""Юзергейт""";630090, Новосибирская область, город Новосибирск, ул. Николаева, д. 11, офис 602;Разработка компьютерного программного обеспечения;17.04.2014;7 948 740 000 руб.+28%;2025;https://www.rusprofile.ru/
5410108110;"ООО ""Предприятие ""Элтекс""";630047, Новосибирская область, город Новосибирск, Окружная ул, д. 29в;Разработка компьютерного программного обеспечения;16.03.1996;7 402 668 000 руб.+22%;2025;https://www.rusprofile.ru/
5406119655;"ЗАО ""Золотая Корона""";630102, Новосибирская область, город Новосибирск, ул. Кирова, д.86;Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность;13.04.1995;6 712 100 000 руб.+26%;2025;https://www.rusprofile.ru/
5406807965;"ООО ""Айтипрофи""";630090, Новосибирская область, г Новосибирск, ул Николаева, д. 11, этаж/офис 3/319.1;Разработка компьютерного программного обеспечения;20.08.2020;6 091 538 000 руб.+52%;2025;https://www.rusprofile.ru/
5401152049;"ЗАО ""Биллинговый Центр""";630055, Новосибирская область, город Новосибирск, ул. Мусы Джалиля, д. 11, офис 218;Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность;28.05.1999;3 807 275 000 руб.+32%;2025;https://www.rusprofile.ru/
1902022558;"ООО ""Русгидро ИТ Сервис""";660017, Красноярский край, г Красноярск, ул Дубровинского, д. 43, помещ. 303-6;Разработка компьютерного программного обеспечения;06.10.2009;3 689 389 000 руб.+37%;2025;https://www.rusprofile.ru/
5528012370;"ООО ""НПО ""МИР""";644105, Омская область, город Омск, Успешная ул., д.51;Разработка компьютерного программного обеспечения;19.07.1999;3 495 395 000 руб.+11%;2025;https://www.rusprofile.ru/
5407976532;"ООО ""Алроса ИТ""";630007, Новосибирская область, город Новосибирск, Советская ул., д. 5, этаж 6;Разработка компьютерного программного обеспечения;28.10.2019;2 803 981 000 руб.+75%;2025;https://www.rusprofile.ru/
4205350927;"ООО ""Робофинанс""";650000, Кемеровская область, город Кемерово, Советский пр-кт, д. 2/7, офис 203;Разработка компьютерного программного обеспечения;16.02.2017;2 640 875 000 руб.+26%;2025;https://www.rusprofile.ru/
5410773412;"ООО ""Ин-Софт""";630020, Новосибирская область, город Новосибирск, Окружная ул., д.29в;Разработка компьютерного программного обеспечения;30.10.2012;2 389 078 000 руб.+58%;2025;https://www.rusprofile.ru/
3804045286;"ООО ""Сибинфософт""";665708, Иркутская область, г Братск, п/р П 04, зд. 52/1;Разработка компьютерного программного обеспечения;27.04.2011;2 251 044 000 руб.+40%;2025;https://www.rusprofile.ru/
5408287824;"ООО ""ДГ-Софт""";630090, Новосибирская область, город Новосибирск, ул. Николаева, д. 11, этаж 8;Разработка компьютерного программного обеспечения;25.05.2011;2 227 471 000 руб.+43%;2025;https://www.rusprofile.ru/
9731078560;"ООО ""Легалтэк""";644020, Омская область, г Омск, пр-кт Карла Маркса, д. 89а, помещ. 1п;Разработка компьютерного программного обеспечения;26.04.2021;2 167 126 000 руб.+31%;2025;https://www.rusprofile.ru/
7017405720;"ООО ""Маг Девелопмент""";634057, Томская область, город Томск, пр-кт Мира, д. 20;Разработка компьютерного программного обеспечения;13.07.2016;1 918 803 000 руб.+59%;2025;https://www.rusprofile.ru/
5257197365;"ООО ""Сдэк Диджитал""";630007, Новосибирская область, г Новосибирск, Кривощековская ул, зд. 15 к. 1, этаж 2 помещ. 5;Разработка компьютерного программного обеспечения;14.05.2020;1 616 690 000 руб.+40%;2025;https://www.rusprofile.ru/
7017373532;"АО ""Атомик Софт""";634021, Томская область, город Томск, ул. Герцена, д. 78;Разработка компьютерного программного обеспечения;27.03.2015;1 583 072 000 руб.+41%;2025;https://www.rusprofile.ru/
5407198829;"ООО ""Арка Текнолоджиз""";630007, Новосибирская область, город Новосибирск, Коммунистическая ул, зд. 2, этаж 6;Разработка компьютерного программного обеспечения;19.01.2015;1 464 934 000 руб.+10%;2025;https://www.rusprofile.ru/
7017091200;"ООО ""НПФ ""ИСБ""";634050, Томская область, город Томск, пр-кт Ленина, д. 28;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;26.03.2004;1 365 894 000 руб.-21%;2025;https://www.rusprofile.ru/
2225013891;"ООО ""НТЦ Галэкс""";656056, Алтайский край, город Барнаул, пл. им В.Н.Баварина, д. 2;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;01.10.1993;1 328 154 000 руб.+52%;2025;https://www.rusprofile.ru/
5407192601;"ЗАО ПЦ ""Картстандарт""";630102, Новосибирская область, город Новосибирск, ул. Кирова, д. 86, офис 437/1;Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность;20.03.1998;1 328 039 000 руб.-3%;2025;https://www.rusprofile.ru/
7448104809;"ООО ""Интернет Технологии""";630099, Новосибирская область, г Новосибирск, Депутатская ул, зд. 46, офис 3053;Разработка компьютерного программного обеспечения;14.05.2008;1 324 764 000 руб.+13%;2025;https://www.rusprofile.ru/
7703468123;"ООО ""ФТС""";630090, Новосибирская область, г Новосибирск, ул Николаева, д. 11, офис 311;Деятельность по сопровождению компьютерных систем;28.11.2018;1 182 642 000 руб.+19%;2025;https://www.rusprofile.ru/
7017475326;"ООО ""СА""";634034, Томская область, г Томск, ул Белинского, д. 54, помещ. 62;Разработка компьютерного программного обеспечения;10.06.2020;1 127 126 000 руб.+367%;2025;https://www.rusprofile.ru/
3812023430;"ООО НПФ ""Форус""";664007, Иркутская область, город Иркутск, Ямская ул., д. 1/1, офис 1;Разработка компьютерного программного обеспечения;28.01.1992;979 591 000 руб.+10%;2025;https://www.rusprofile.ru/
2221256678;"ООО ""М-Тех""";656049, Алтайский край, г Барнаул, ул Мерзликина, д. 5, офис 404;Разработка компьютерного программного обеспечения;13.05.2022;921 579 000 руб.+24%;2025;https://www.rusprofile.ru/
2458016091;"ООО ""Красцветмет. ИТ""";662501, Красноярский край, г Сосновоборск, пр-кт Мира, д. 15, помещ. 140;Разработка компьютерного программного обеспечения;28.07.2022;913 414 000 руб.+9%;2025;https://www.rusprofile.ru/
2446031899;"ООО ""Эн+ Диджитал""";664007, Иркутская область, город Иркутск, Нижняя Набережная ул, д. 14/1, помещ. 52;Разработка компьютерного программного обеспечения;17.04.2012;869 706 000 руб.+15%;2025;https://www.rusprofile.ru/
7730706401;"ООО ""Зарплата.Ру""";630099, Новосибирская область, город Новосибирск, Депутатская ул, зд. 46, этаж 6 офис 3063;Деятельность по созданию и использованию баз данных и информационных ресурсов;07.05.2014;836 721 000 руб.-5%;2025;https://www.rusprofile.ru/
5406353310;"ООО ""Тауконсалт""";630005, Новосибирская область, г Новосибирск, ул Фрунзе, зд. 86, помещ. 1001;Разработка компьютерного программного обеспечения;11.05.2006;763 143 000 руб.;2025;https://www.rusprofile.ru/
5408012273;"ООО ""Тру Инжиниринг""";630090, Новосибирская область, город Новосибирск, ул Кутателадзе, зд. 4г, офис 318;Разработка компьютерного программного обеспечения;21.10.2016;749 163 000 руб.+11%;2025;https://www.rusprofile.ru/
5504149351;"ООО ""Фто ЦР""";644042, Омская область, г Омск, пр-кт Карла Маркса, д. 18 к. 28, офис 601;Разработка компьютерного программного обеспечения;13.07.2017;738 786 000 руб.+18%;2025;https://www.rusprofile.ru/
5407478199;"ООО ""БКС - Технологии""";630099, Новосибирская область, город Новосибирск, Советская ул, зд. 37;Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги;14.08.2012;713 353 000 руб.+101%;2025;https://www.rusprofile.ru/
5406810380;"ООО ""Блэклайт-Ит""";630024, Новосибирская область, г Новосибирск, Бетонная ул, д. 14, офис 204а;Разработка компьютерного программного обеспечения;23.12.2020;685 510 000 руб.+109%;2025;https://www.rusprofile.ru/
5408298569;"ООО ""Атом Безопасность""";630090, Новосибирская область, г Новосибирск, ул Кутателадзе, зд. 4г, офис 340;Разработка компьютерного программного обеспечения;28.11.2012;680 692 000 руб.+19%;2025;https://www.rusprofile.ru/
5407490809;"ООО""Текон Сибирь""";630005, Новосибирская область, город Новосибирск, ул Фрунзе, зд. 88;Разработка компьютерного программного обеспечения;21.10.2013;640 786 000 руб.+26%;2025;https://www.rusprofile.ru/
5445255281;"ООО ""Финансовые Информационные Системы""";630049, Новосибирская область, город Новосибирск, ул. Дуси Ковальчук, д.179/5, 319;Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги;10.01.2008;528 844 000 руб.+28%;2025;https://www.rusprofile.ru/
5405266992;"ООО ""Цифровые Проекты 1С-Рарус""";630015, Новосибирская область, г Новосибирск, Планетная ул, д. 30, производственный корпус 2б помещ. 5а;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;27.01.2004;452 722 000 руб.+46%;2025;https://www.rusprofile.ru/
5407976959;"АО ""Корпоративные Ит-Проекты""";630099, Новосибирская область, город Новосибирск, ул. Чаплыгина, д. 47, офис 1;Деятельность по планированию, проектированию компьютерных систем;04.12.2019;450 387 000 руб.+108%;2025;https://www.rusprofile.ru/
7017341160;"ООО ""Лэмз-Т""";634055, Томская область, город Томск, пр-кт Развития, д.8;Разработка компьютерного программного обеспечения;11.11.2013;448 454 000 руб.+27%;2025;https://www.rusprofile.ru/
5408285792;"ООО ""Диджитал Клаудс""";630090, Новосибирская область, г Новосибирск, ул Демакова, д. 30, помещ. 6;Разработка компьютерного программного обеспечения;15.02.2011;444 713 000 руб.+29%;2025;https://www.rusprofile.ru/
4205404386;"ООО ""Джемтех""";650000, Кемеровская область, г Кемерово, ул 50 Лет Октября, стр. 11, офис 816;Разработка компьютерного программного обеспечения;06.04.2022;399 195 000 руб.+21%;2025;https://www.rusprofile.ru/
2464160248;"ООО ""Ит-Левел""";660064, Красноярский край, г Красноярск, ул Академика Вавилова, д. 1 стр. 51/1, офис 1-03;Разработка компьютерного программного обеспечения;20.10.2022;385 053 000 руб.-5%;2025;https://www.rusprofile.ru/
5507066713;"ООО ""ИТП ""Град""";644024, Омская область, город Омск, ул. Т.К.Щербанева, дом 35;Деятельность консультативная и работы в области компьютерных технологий;06.10.2003;375 184 000 руб.+55%;2025;https://www.rusprofile.ru/
5403339934;"ООО ""Русинтех Сервис""";630033, Новосибирская область, г Новосибирск, Оловозаводская ул, зд. 47/9, помещ. 2;Разработка компьютерного программного обеспечения;06.08.2012;355 895 000 руб.+54%;2025;https://www.rusprofile.ru/
7017492258;"ООО ""Сибагро - ИТ""";634009, Томская область, г Томск, Кооперативный пер, д. 2, офис 206;Разработка компьютерного программного обеспечения;29.04.2022;300 545 000 руб.+29%;2025;https://www.rusprofile.ru/
5407964449;"ООО ""Си Софт""";630004, Новосибирская область, город Новосибирск, ул Ленина, зд. 48, этаж 2 помещение 104;Разработка компьютерного программного обеспечения;18.05.2017;280 620 000 руб.+685%;2025;https://www.rusprofile.ru/
7017465208;"ООО ""ЕИРЦ ТО""";634034, Томская область, г Томск, ул Котовского, д. 19, офис 419;Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность;30.09.2019;253 532 000 руб.+7%;2025;https://www.rusprofile.ru/
4205362619;"ООО ""Софт Инжиниринг""";650002, Кемеровская область, город Кемерово, Бакинский пер., стр. 15, помещ. 1;Деятельность по созданию и использованию баз данных и информационных ресурсов;22.11.2017;242 590 000 руб.+8%;2025;https://www.rusprofile.ru/
6663003127;"АО ""ПФ ""СКБ Контур""";620144, Свердловская область, город Екатеринбург, ул. Народной воли, стр. 19а;Разработка компьютерного программного обеспечения;26.03.1992;32 494 076 000 руб.+21%;2025;https://www.rusprofile.ru/
6672235068;"ООО ""УЦСБ""";620100, Свердловская область, город Екатеринбург, ул. Ткачей, д.6;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;08.05.2007;12 126 072 000 руб.+40%;2025;https://www.rusprofile.ru/
6658551752;"ООО ""Реглаб""";620149, Свердловская область, г Екатеринбург, Зоологическая ул, стр. 9, оф/эт 306/2;Разработка компьютерного программного обеспечения;03.03.2022;9 982 009 000 руб.+124%;2025;https://www.rusprofile.ru/
7206057388;"ООО ""Сибур Диджитал""";626150, Тюменская область, город Тобольск, тер Восточный промышленный район-квартал 5, влд 2 стр. 25, кабинет 213;Разработка компьютерного программного обеспечения;01.11.2017;9 258 438 000 руб.+26%;2025;https://www.rusprofile.ru/
6660017837;"АО ""Искра Технологии""";620066, Свердловская область, город Екатеринбург, Комвузовская ул., д. 9 стр. а;Разработка компьютерного программного обеспечения;27.05.1994;4 064 526 000 руб.-10%;2025;https://www.rusprofile.ru/
6673240328;"ООО ""Сертум-Про""";620036, Свердловская область, г Екатеринбург, Малопрудная ул, стр. 5, офис 715;Деятельность по созданию и использованию баз данных и информационных ресурсов;19.05.2011;3 633 081 000 руб.+6%;2025;https://www.rusprofile.ru/
4501170000;"ООО ""Такстелеком""";640018, Курганская область, г Курган, Пролетарская ул, д. 39, кв. 43;Деятельность по созданию и использованию баз данных и информационных ресурсов;18.08.2011;3 520 647 000 руб.+13%;2025;https://www.rusprofile.ru/
7445047060;"ООО ""ММК-Информсервис""";455019, Челябинская область, город Магнитогорск, пр-кт Пушкина, д.2;Деятельность по созданию и использованию баз данных и информационных ресурсов;30.04.2010;3 157 382 000 руб.+19%;2025;https://www.rusprofile.ru/
6670021470;"АО ""НПЦ ""Промэлектроника""";620078, Свердловская область, город Екатеринбург, ул. Малышева, д.128 к.а;Деятельность консультативная и работы в области компьютерных технологий;16.12.2002;3 016 255 000 руб.+62%;2025;https://www.rusprofile.ru/
6660121309;"АО ""АСК""";620066, Свердловская область, город Екатеринбург, Студенческая ул, стр. 1д;Разработка компьютерного программного обеспечения;11.12.1997;2 733 251 000 руб.+40%;2025;https://www.rusprofile.ru/
6671116364;"АО ""Нау-Сервис""";620131, Свердловская область, г Екатеринбург, ул Татищева, стр. 49а, офис 405;Разработка компьютерного программного обеспечения;02.04.2002;2 683 987 000 руб.+42%;2025;https://www.rusprofile.ru/
6671113892;"ООО ""Джиэй Тэктим""";620014, Свердловская область, город Екатеринбург, ул. Сакко и Ванцетти, д. 62, офис 407;Разработка компьютерного программного обеспечения;28.08.2020;2 484 591 000 руб.+90%;2025;https://www.rusprofile.ru/
6625034780;"АО ""Диайпи""";454129, Челябинская область, город Челябинск, ул Машиностроителей, д. 21;Разработка компьютерного программного обеспечения;28.06.2005;2 458 857 000 руб.+28%;2025;https://www.rusprofile.ru/
6671228290;"ЗАО ""Сервис-Газификация""";620146, Свердловская область, город Екатеринбург, ул. Амундсена, д. 59, кв. 15;Разработка компьютерного программного обеспечения;30.05.2007;2 413 373 000 руб.+1%;2025;https://www.rusprofile.ru/
6685157931;"ООО ""Боксберри Софт""";620100, Свердловская область, город Екатеринбург, Сибирский тракт, стр 12, корпус 1, офис 501;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;11.01.2019;2 254 628 000 руб.+2%;2025;https://www.rusprofile.ru/
7444020700;"ООО ""Компас Плюс""";455044, Челябинская область, город Магнитогорск, пр-кт Ленина, д. 68, неж. пом. 3 кабинет 207;Разработка компьютерного программного обеспечения;16.01.1997;2 008 852 000 руб.+9%;2025;https://www.rusprofile.ru/
6670437372;"ООО ""РТ Цифровые Решения""";620000, Свердловская область, город Екатеринбург, ул Бориса Ельцина, стр. 1а, офис 18.1;Разработка компьютерного программного обеспечения;27.05.2016;1 798 943 000 руб.+27%;2025;https://www.rusprofile.ru/
7718177230;"ООО ""Форк ИТ""";624090, Свердловская область, г Верхняя Пышма, ул Орджоникидзе, д. 22, каб. 106;Разработка компьютерного программного обеспечения;18.05.2015;1 712 771 000 руб.+107%;2025;https://www.rusprofile.ru/
7202095640;"ООО ""СГП""";625000, Тюменская область, город Тюмень, ул. Челюскинцев, д. 29;Разработка компьютерного программного обеспечения;20.11.2000;1 280 637 000 руб.+4%;2025;https://www.rusprofile.ru/
7445015325;"АО ""Консом СКС""";455034, Челябинская область, город Магнитогорск, ул. Жукова, д.13;Разработка компьютерного программного обеспечения;12.02.1999;1 104 730 000 руб.+27%;2025;https://www.rusprofile.ru/
6671151513;"ООО ""Компания Броневик""";620014, Свердловская область, г Екатеринбург, ул Вайнера, стр. 40, ком. 605а (этаж 6);Разработка компьютерного программного обеспечения;14.07.2004;956 097 000 руб.-1%;2025;https://www.rusprofile.ru/
7415020254;"АО ""Папилон""";456320, Челябинская область, город Миасс, пр-кт Макеева, д.48;Деятельность консультативная и работы в области компьютерных технологий;19.07.1995;901 304 000 руб.+27%;2025;https://www.rusprofile.ru/
5047263607;"ООО ""Айти Фаундейшн""";620000, Свердловская область, г Екатеринбург, пер Химиков, стр. 3, помещ. 201;Разработка компьютерного программного обеспечения;17.05.2022;786 875 000 руб.+42%;2025;https://www.rusprofile.ru/
7451446087;"ООО ""1С-Франчайзи Парадигма""";454091, Челябинская область, г Челябинск, ул Елькина, д. 59, кв. 41;Разработка компьютерного программного обеспечения;18.10.2019;777 595 000 руб.+15%;2025;https://www.rusprofile.ru/
7460042450;"ООО ""Мечел-Инфотех""";454047, Челябинская область, город Челябинск, Павелецкая 2-я ул, д. 14, офис 2.10;Разработка компьютерного программного обеспечения;05.06.2018;688 106 000 руб.-5%;2025;https://www.rusprofile.ru/
6662090423;"АО ""Восточный Ветер""";620039, Свердловская область, г Екатеринбург, ул Лукиных, стр. 20а;Разработка компьютерного программного обеспечения;15.07.1997;684 464 000 руб.+56%;2025;https://www.rusprofile.ru/
6685168740;"ООО ""СКБ-Онлайн""";620026, Свердловская область, город Екатеринбург, ул. Куйбышева, стр. 58, ком. 226;Деятельность консультативная и работы в области компьютерных технологий;08.11.2019;682 562 000 руб.+25%;2025;https://www.rusprofile.ru/
6670385082;"ООО ""Миралоджик СМ""";620075, Свердловская область, город Екатеринбург, ул. Бажова, д. 79, помещ. 316;Деятельность по созданию и использованию баз данных и информационных ресурсов;05.09.2012;666 378 000 руб.+12%;2025;https://www.rusprofile.ru/
6678070207;"ООО ""Ренью""";620027, Свердловская область, город Екатеринбург, Мельковская ул., д. 9, пом/ком 2а/84;Разработка компьютерного программного обеспечения;31.03.2016;655 824 000 руб.+7%;2025;https://www.rusprofile.ru/
6623140744;"ООО ""Тирус - ИТ""";624760, Свердловская область, Верхнесалдинский р-н, г Верхняя Салда, Парковая ул, д. 12, кабинет 7;Разработка компьютерного программного обеспечения;07.06.2022;652 663 000 руб.+1%;2025;https://www.rusprofile.ru/
6685124446;"ООО ""СКБ Лаб""";620026, Свердловская область, город Екатеринбург, ул. Куйбышева, стр. 58, офис 321;Разработка компьютерного программного обеспечения;22.12.2016;611 637 000 руб.+2%;2025;https://www.rusprofile.ru/
7203552828;"ООО ""Ютэйр-Ит""";625025, Тюменская область, г Тюмень, Интернациональная ул, д. 181, офис 319;Разработка компьютерного программного обеспечения;14.03.2023;608 241 000 руб.+74%;2025;https://www.rusprofile.ru/
6670208848;"ООО  ""Айдеко""";620066, Свердловская область, г Екатеринбург, ул Кулибина, стр. 2, офис 500;Разработка компьютерного программного обеспечения;04.04.2008;607 838 000 руб.+39%;2025;https://www.rusprofile.ru/
6671428349;"ООО ""Адванта Консалтинг""";620014, Свердловская область, город Екатеринбург, ул. Шейнкмана, стр 10, офис 17;Разработка компьютерного программного обеспечения;07.08.2013;562 251 000 руб.+71%;2025;https://www.rusprofile.ru/
6671111140;"АО ""Наумен""";620131, Свердловская область, г Екатеринбург, ул Татищева, стр. 49а, офис 515;Разработка компьютерного программного обеспечения;13.11.2001;560 421 000 руб.+23%;2025;https://www.rusprofile.ru/
7451188220;"ООО ""1С-Рарус Челябинск""";454091, Челябинская область, город Челябинск, ул Труда, д. 91, офис 403;Разработка компьютерного программного обеспечения;16.10.2002;527 728 000 руб.+37%;2025;https://www.rusprofile.ru/
7203405541;"ООО ""Е-Софт""";625033, Тюменская область, г Тюмень, Суходольская ул, д. 16, помещ. 1;Разработка компьютерного программного обеспечения;16.12.2016;502 825 000 руб.+2%;2025;https://www.rusprofile.ru/
6671211579;"ООО ""Экософт Групп""";620014, Свердловская область, г Екатеринбург, ул Добролюбова, стр. 16, офис 402;Разработка компьютерного программного обеспечения;12.04.2022;492 350 000 руб.+47%;2025;https://www.rusprofile.ru/
7204059654;"АО ""ТРИЦ""";625000, Тюменская область, город Тюмень, Первомайская ул., д.40;Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность;25.09.2003;470 971 000 руб.+12%;2025;https://www.rusprofile.ru/
8602268401;"ООО ""Главэнергогрупп""";628403, Ханты-Мансийский - Югра автономный округ, г Сургут, ул 30 Лет Победы, зд. 21, этаж 5;Деятельность консультативная и работы в области компьютерных технологий;23.05.2016;462 719 000 руб.+51%;2025;https://www.rusprofile.ru/
6671449451;"ООО ""Сибирско-Уральская Медиакомпания""";620000, Свердловская область, город Екатеринбург, ул Карла Либкнехта, стр. 5, помещение 317;Деятельность информационных агентств;11.04.2014;444 999 000 руб.+30%;2025;https://www.rusprofile.ru/
7202010406;"ООО ""Ингеосервис""";625019, Тюменская область, город Тюмень, ул. Республики, д. 211;Разработка компьютерного программного обеспечения;07.09.1992;436 389 000 руб.+2%;2025;https://www.rusprofile.ru/
